Product ID;Product Position;Promotion;Sales Volume;Product Position
202902;End-cap;No;739;End-cap
202903;Aisle;No;975;Aisle
202904;End-cap;No;948;End-cap
202905;End-cap;Yes;1754;End-cap
202906;Aisle;No;1067;Aisle
202907;Front of Store;Yes;1248;Front of Store
202908;End-cap;No;828;End-cap
202909;End-cap;No;912;End-cap
202910;End-cap;Yes;1225;End-cap
202911;End-cap;No;1031;End-cap
202912;Aisle;No;887;Aisle
202913;Front of Store;Yes;1421;Front of Store
202914;Aisle;Yes;1716;Aisle
202915;Front of Store;No;950;Front of Store
202916;End-cap;No;1055;End-cap
202917;End-cap;No;895;End-cap
202918;End-cap;Yes;1639;End-cap
202919;Aisle;Yes;1292;Aisle
202920;End-cap;No;831;End-cap
202921;Aisle;Yes;1306;Aisle
202922;Aisle;Yes;1364;Aisle
202923;Front of Store;Yes;1359;Front of Store
202924;End-cap;Yes;1644;End-cap
202925;Aisle;Yes;1332;Aisle
202926;Front of Store;No;818;Front of Store
202927;Front of Store;Yes;1752;Front of Store
202928;End-cap;Yes;1263;End-cap
202929;End-cap;No;761;End-cap
202930;End-cap;Yes;1396;End-cap
202931;Aisle;No;955;Aisle
202932;Aisle;Yes;1228;Aisle
202933;End-cap;No;713;End-cap
202934;Front of Store;Yes;1362;Front of Store
202935;End-cap;Yes;1257;End-cap
202936;Aisle;Yes;1644;Aisle
202937;Front of Store;No;1113;Front of Store
202938;Front of Store;No;933;Front of Store
202939;Front of Store;Yes;1369;Front of Store
202940;End-cap;Yes;1626;End-cap
202941;Front of Store;No;888;Front of Store
202942;Aisle;Yes;1598;Aisle
202943;Aisle;No;929;Aisle
202944;Aisle;Yes;1130;Aisle
202945;Aisle;No;863;Aisle
202946;Aisle;No;837;Aisle
202947;Aisle;Yes;1491;Aisle
202948;Front of Store;No;832;Front of Store
202949;End-cap;Yes;1743;End-cap
202950;Front of Store;Yes;1224;Front of Store
202951;End-cap;No;801;End-cap
202952;Aisle;Yes;1362;Aisle
202953;Aisle;Yes;1237;Aisle
202954;End-cap;No;1046;End-cap
202955;Aisle;No;1156;Aisle
202956;Aisle;No;774;Aisle
202957;Aisle;No;833;Aisle
202958;End-cap;Yes;1101;End-cap
202959;End-cap;No;846;End-cap
202960;Aisle;No;915;Aisle
202961;Aisle;Yes;1285;Aisle
202962;Front of Store;No;850;Front of Store
202963;End-cap;No;828;End-cap
202964;End-cap;Yes;1625;End-cap
202965;Front of Store;No;915;Front of Store
202966;End-cap;No;908;End-cap
202967;End-cap;No;1005;End-cap
202968;End-cap;No;992;End-cap
202969;Aisle;No;997;Aisle
202970;End-cap;No;879;End-cap
202971;Aisle;No;945;Aisle
202972;Aisle;No;997;Aisle
202973;Aisle;Yes;1546;Aisle
202974;Aisle;No;813;Aisle
202975;Aisle;No;1038;Aisle
202976;End-cap;Yes;1428;End-cap
202977;Aisle;Yes;1260;Aisle
202978;Aisle;Yes;1264;Aisle
202979;Front of Store;No;792;Front of Store
202980;Aisle;Yes;1653;Aisle
202981;Front of Store;Yes;1543;Front of Store
202982;Front of Store;Yes;1458;Front of Store
202983;Front of Store;No;1029;Front of Store
202984;Front of Store;No;877;Front of Store
202985;Front of Store;No;679;Front of Store
202986;Aisle;No;763;Aisle
202987;Aisle;Yes;1541;Aisle
202988;End-cap;Yes;1417;End-cap
202989;Aisle;No;814;Aisle
202990;End-cap;Yes;1093;End-cap
202991;End-cap;Yes;1316;End-cap
202992;Front of Store;Yes;1227;Front of Store
202993;Aisle;Yes;1240;Aisle
202994;Aisle;No;865;Aisle
202995;Aisle;Yes;1249;Aisle
202996;Aisle;No;784;Aisle
202997;Aisle;Yes;1544;Aisle
202998;Aisle;No;860;Aisle
202999;End-cap;Yes;1567;End-cap
203000;Aisle;No;710;Aisle
203001;Aisle;No;863;Aisle
203002;End-cap;Yes;1638;End-cap
203003;Front of Store;Yes;1362;Front of Store
203004;Front of Store;Yes;1441;Front of Store
203005;Front of Store;Yes;1442;Front of Store
203006;End-cap;No;1037;End-cap
203007;Aisle;No;919;Aisle
203008;Front of Store;Yes;1308;Front of Store
203009;Front of Store;No;815;Front of Store
203010;Front of Store;Yes;1523;Front of Store
203011;End-cap;Yes;1341;End-cap
203012;Aisle;No;1056;Aisle
203013;Aisle;No;991;Aisle
203014;Aisle;Yes;1591;Aisle
203015;End-cap;Yes;1518;End-cap
203016;Front of Store;No;950;Front of Store
203017;Aisle;Yes;1487;Aisle
203018;Front of Store;No;915;Front of Store
203019;End-cap;No;784;End-cap
203020;Aisle;Yes;1389;Aisle
203021;Aisle;No;1009;Aisle
203022;Front of Store;No;812;Front of Store
203023;Aisle;Yes;1264;Aisle
203024;Front of Store;No;943;Front of Store
203025;End-cap;Yes;1390;End-cap
203026;Front of Store;No;1004;Front of Store
203027;End-cap;Yes;1614;End-cap
203028;End-cap;Yes;1273;End-cap
203029;Front of Store;Yes;1523;Front of Store
203030;End-cap;No;940;End-cap
203031;End-cap;No;967;End-cap
203032;Aisle;Yes;1285;Aisle
203033;Aisle;No;985;Aisle
203034;Front of Store;Yes;1223;Front of Store
203035;Aisle;No;766;Aisle
203036;Aisle;No;722;Aisle
203037;Aisle;Yes;1655;Aisle
203038;Front of Store;No;775;Front of Store
203039;Front of Store;No;696;Front of Store
203040;End-cap;No;932;End-cap
203041;End-cap;No;803;End-cap
203042;Front of Store;No;814;Front of Store
203043;End-cap;No;953;End-cap
203044;End-cap;Yes;1500;End-cap
203045;Aisle;No;993;Aisle
203046;Aisle;No;1036;Aisle
203047;Front of Store;Yes;1786;Front of Store
203048;Aisle;No;924;Aisle
203049;End-cap;No;901;End-cap
203050;Aisle;No;891;Aisle
203051;End-cap;Yes;1285;End-cap
203052;End-cap;No;1146;End-cap
203053;Aisle;No;902;Aisle
203054;Front of Store;Yes;1462;Front of Store
203055;End-cap;No;674;End-cap
203056;End-cap;No;994;End-cap
203057;Front of Store;No;874;Front of Store
203058;Front of Store;Yes;1763;Front of Store
203059;Front of Store;No;868;Front of Store
203060;End-cap;No;868;End-cap
203061;End-cap;No;743;End-cap
203062;Aisle;Yes;1168;Aisle
203063;End-cap;Yes;1579;End-cap
203064;Aisle;Yes;1359;Aisle
203065;End-cap;Yes;1287;End-cap
203066;Front of Store;No;824;Front of Store
203067;End-cap;No;732;End-cap
203068;End-cap;No;754;End-cap
203069;End-cap;Yes;1506;End-cap
203070;Aisle;Yes;1193;Aisle
203071;Front of Store;No;881;Front of Store
203072;Front of Store;No;936;Front of Store
203073;Aisle;No;871;Aisle
203074;Aisle;Yes;1110;Aisle
203075;Front of Store;No;759;Front of Store
203076;Front of Store;Yes;1333;Front of Store
203077;Front of Store;Yes;1311;Front of Store
203078;End-cap;Yes;1053;End-cap
203079;Front of Store;Yes;1411;Front of Store
203080;End-cap;No;807;End-cap
203081;End-cap;Yes;1524;End-cap
203082;Front of Store;No;875;Front of Store
203083;Front of Store;No;822;Front of Store
203084;Front of Store;Yes;1327;Front of Store
203085;Front of Store;Yes;1299;Front of Store
203086;Aisle;No;742;Aisle
203087;End-cap;No;747;End-cap
203088;Front of Store;No;960;Front of Store
203089;End-cap;No;866;End-cap
203090;Aisle;No;849;Aisle
203091;End-cap;Yes;1317;End-cap
203092;Aisle;Yes;1589;Aisle
203093;End-cap;No;821;End-cap
203094;Front of Store;No;740;Front of Store
203095;Front of Store;Yes;1211;Front of Store
203096;Aisle;Yes;1480;Aisle
203097;Front of Store;Yes;1410;Front of Store
203098;Aisle;No;908;Aisle
203099;Aisle;Yes;1560;Aisle
203100;End-cap;No;777;End-cap
203101;Aisle;Yes;1474;Aisle
203102;End-cap;No;986;End-cap
203103;Front of Store;No;857;Front of Store
203104;End-cap;Yes;1505;End-cap
203105;Aisle;No;1005;Aisle
203106;Aisle;No;884;Aisle
203107;Aisle;Yes;1591;Aisle
203108;Aisle;No;1112;Aisle
203109;Front of Store;No;806;Front of Store
203110;End-cap;Yes;1240;End-cap
203111;End-cap;No;662;End-cap
203112;Aisle;No;881;Aisle
203113;Front of Store;No;1077;Front of Store
203114;Front of Store;Yes;1464;Front of Store
203115;Aisle;Yes;1629;Aisle
203116;Front of Store;No;878;Front of Store
203117;Aisle;Yes;1182;Aisle
203118;Aisle;Yes;1480;Aisle
203119;Front of Store;No;927;Front of Store
203120;Front of Store;Yes;1278;Front of Store
203121;Aisle;Yes;1270;Aisle
203122;Front of Store;Yes;1339;Front of Store
203123;Aisle;Yes;1664;Aisle
203124;Aisle;No;840;Aisle
203125;Front of Store;No;706;Front of Store
203126;Front of Store;No;922;Front of Store
203127;End-cap;No;1054;End-cap
203128;End-cap;No;802;End-cap
203129;End-cap;Yes;1299;End-cap
203130;Front of Store;No;825;Front of Store
203131;Aisle;No;801;Aisle
203132;Aisle;No;785;Aisle
203133;Front of Store;Yes;1368;Front of Store
203134;Aisle;No;802;Aisle
203135;End-cap;No;1000;End-cap
203136;Front of Store;No;1044;Front of Store
203137;Front of Store;No;802;Front of Store
203138;Aisle;Yes;1401;Aisle
203139;Aisle;No;731;Aisle
203140;Aisle;No;898;Aisle
203141;Aisle;No;918;Aisle
203142;Aisle;No;932;Aisle
203143;Front of Store;Yes;1418;Front of Store
203144;Front of Store;Yes;1786;Front of Store
203145;Aisle;No;1047;Aisle
203146;Aisle;No;701;Aisle
203147;End-cap;No;803;End-cap
203148;End-cap;Yes;1279;End-cap
203149;Aisle;Yes;1454;Aisle
203150;End-cap;No;923;End-cap
203151;Front of Store;No;812;Front of Store
203152;Aisle;No;1012;Aisle
203153;Aisle;No;951;Aisle
203154;End-cap;Yes;1354;End-cap
203155;End-cap;Yes;1545;End-cap
203156;Aisle;Yes;1516;Aisle
203157;Aisle;Yes;1532;Aisle
203158;End-cap;Yes;1592;End-cap
203159;End-cap;Yes;1259;End-cap
203160;End-cap;Yes;1386;End-cap
203161;Front of Store;No;882;Front of Store
203162;Aisle;Yes;1445;Aisle
203163;End-cap;Yes;1294;End-cap
203164;End-cap;Yes;1305;End-cap
203165;End-cap;No;804;End-cap
203166;End-cap;Yes;1382;End-cap
203167;End-cap;No;1043;End-cap
203168;Aisle;Yes;1122;Aisle
203169;Front of Store;No;827;Front of Store
203170;Aisle;Yes;1312;Aisle
203171;Aisle;No;994;Aisle
203172;Aisle;No;857;Aisle
203173;Aisle;Yes;1353;Aisle
203174;End-cap;No;835;End-cap
203175;Aisle;Yes;1349;Aisle
203176;End-cap;Yes;1315;End-cap
203177;Front of Store;No;850;Front of Store
203178;Front of Store;No;788;Front of Store
203179;Front of Store;Yes;1412;Front of Store
203180;Aisle;No;706;Aisle
203181;Aisle;No;846;Aisle
203182;Aisle;Yes;1642;Aisle
203183;Front of Store;Yes;1709;Front of Store
203184;Front of Store;No;795;Front of Store
203185;Aisle;No;812;Aisle
203186;Front of Store;Yes;1475;Front of Store
203187;End-cap;No;780;End-cap
203188;End-cap;No;810;End-cap
203189;Aisle;Yes;1322;Aisle
203190;Aisle;No;869;Aisle
203191;Aisle;No;897;Aisle
203192;Aisle;No;761;Aisle
203193;Aisle;Yes;1407;Aisle
203194;Aisle;No;764;Aisle
203195;End-cap;Yes;1365;End-cap
203196;Aisle;No;838;Aisle
203197;Front of Store;Yes;1521;Front of Store
203198;End-cap;Yes;1204;End-cap
203199;Aisle;No;820;Aisle
203200;Front of Store;No;890;Front of Store
203201;Front of Store;No;814;Front of Store
203202;Aisle;Yes;1310;Aisle
203203;End-cap;No;936;End-cap
203204;End-cap;No;879;End-cap
203205;End-cap;No;1112;End-cap
203206;Front of Store;No;1146;Front of Store
203207;Front of Store;No;792;Front of Store
203208;Aisle;No;773;Aisle
203209;Front of Store;No;746;Front of Store
203210;Aisle;No;942;Aisle
203211;Front of Store;Yes;1281;Front of Store
203212;Front of Store;No;917;Front of Store
203213;Aisle;No;883;Aisle
203214;Front of Store;Yes;1266;Front of Store
203215;Front of Store;No;809;Front of Store
203216;End-cap;Yes;1174;End-cap
203217;Aisle;Yes;1298;Aisle
203218;Aisle;No;950;Aisle
203219;End-cap;No;698;End-cap
203220;Front of Store;No;657;Front of Store
203221;Front of Store;No;885;Front of Store
203222;End-cap;No;944;End-cap
203223;Front of Store;No;976;Front of Store
203224;End-cap;Yes;1355;End-cap
203225;Aisle;Yes;1329;Aisle
203226;Front of Store;No;820;Front of Store
203227;Aisle;No;869;Aisle
203228;Front of Store;Yes;1212;Front of Store
203229;Aisle;Yes;1617;Aisle
203230;End-cap;Yes;1392;End-cap
203231;Front of Store;No;791;Front of Store
203232;Front of Store;Yes;1477;Front of Store
203233;Aisle;No;882;Aisle
203234;End-cap;No;879;End-cap
203235;Front of Store;No;723;Front of Store
203236;End-cap;Yes;1123;End-cap
203237;Aisle;Yes;1214;Aisle
203238;Aisle;No;673;Aisle
203239;Front of Store;Yes;1514;Front of Store
203240;Aisle;Yes;1252;Aisle
203241;Front of Store;Yes;1441;Front of Store
203242;End-cap;Yes;1490;End-cap
203243;Front of Store;Yes;1595;Front of Store
203244;Front of Store;No;839;Front of Store
203245;Aisle;Yes;1275;Aisle
203246;Front of Store;Yes;1302;Front of Store
203247;Aisle;No;817;Aisle
203248;End-cap;Yes;1387;End-cap
203249;End-cap;No;848;End-cap
203250;Front of Store;Yes;1085;Front of Store
203251;Front of Store;No;907;Front of Store
203252;Front of Store;No;801;Front of Store
203253;Front of Store;No;821;Front of Store
203254;Aisle;Yes;1292;Aisle
203255;End-cap;Yes;1495;End-cap
203256;End-cap;No;660;End-cap
203257;Aisle;Yes;1554;Aisle
203258;End-cap;No;1023;End-cap
203259;Front of Store;Yes;1393;Front of Store
203260;Front of Store;Yes;1321;Front of Store
203261;Aisle;Yes;1159;Aisle
203262;Aisle;No;769;Aisle
203263;Aisle;No;804;Aisle
203264;Aisle;No;889;Aisle
203265;Aisle;No;695;Aisle
203266;Front of Store;No;876;Front of Store
203267;End-cap;No;785;End-cap
203268;Aisle;Yes;1647;Aisle
203269;Front of Store;Yes;1305;Front of Store
203270;End-cap;Yes;1342;End-cap
203271;Aisle;No;843;Aisle
203272;End-cap;No;633;End-cap
203273;Aisle;Yes;1661;Aisle
203274;Front of Store;No;1039;Front of Store
203275;Front of Store;No;968;Front of Store
203276;Aisle;No;969;Aisle
203277;Aisle;Yes;1613;Aisle
203278;End-cap;No;919;End-cap
203279;End-cap;No;848;End-cap
203280;Front of Store;Yes;1220;Front of Store
203281;Aisle;Yes;1388;Aisle
203282;End-cap;No;872;End-cap
203283;Aisle;Yes;1300;Aisle
203284;Front of Store;No;1001;Front of Store
203285;Aisle;No;987;Aisle
203286;End-cap;No;881;End-cap
203287;Front of Store;No;831;Front of Store
203288;End-cap;No;806;End-cap
203289;Front of Store;No;902;Front of Store
203290;Front of Store;No;807;Front of Store
203291;Aisle;Yes;1404;Aisle
203292;Aisle;Yes;1291;Aisle
203293;End-cap;No;1107;End-cap
203294;Front of Store;No;904;Front of Store
203295;Aisle;No;908;Aisle
203296;Aisle;Yes;1323;Aisle
203297;Front of Store;No;759;Front of Store
203298;End-cap;Yes;1244;End-cap
203299;End-cap;No;976;End-cap
203300;Front of Store;Yes;1389;Front of Store
203301;Aisle;No;1074;Aisle
203302;End-cap;No;968;End-cap
203303;Front of Store;Yes;1461;Front of Store
203304;End-cap;No;964;End-cap
203305;End-cap;No;890;End-cap
203306;Front of Store;Yes;1760;Front of Store
203307;End-cap;No;887;End-cap
203308;Aisle;Yes;1480;Aisle
203309;End-cap;No;990;End-cap
203310;Aisle;No;719;Aisle
203311;Front of Store;Yes;1224;Front of Store
203312;Aisle;No;787;Aisle
203313;Aisle;Yes;1508;Aisle
203314;End-cap;Yes;1426;End-cap
203315;End-cap;No;1025;End-cap
203316;Aisle;No;881;Aisle
203317;Front of Store;Yes;1425;Front of Store
203318;Aisle;No;1033;Aisle
203319;End-cap;No;792;End-cap
203320;Aisle;No;970;Aisle
203321;Aisle;No;892;Aisle
203322;Aisle;Yes;1414;Aisle
203323;Front of Store;No;932;Front of Store
203324;End-cap;No;752;End-cap
203325;Front of Store;Yes;1598;Front of Store
203326;Front of Store;Yes;1383;Front of Store
203327;End-cap;No;769;End-cap
203328;End-cap;Yes;1131;End-cap
203329;End-cap;No;866;End-cap
203330;End-cap;No;762;End-cap
203331;End-cap;No;625;End-cap
203332;Front of Store;Yes;1497;Front of Store
203333;End-cap;No;1089;End-cap
203334;End-cap;No;880;End-cap
203335;End-cap;Yes;1169;End-cap
203336;Aisle;No;679;Aisle
203337;Aisle;Yes;1473;Aisle
203338;Aisle;Yes;1335;Aisle
203339;Front of Store;Yes;1396;Front of Store
203340;Front of Store;Yes;1318;Front of Store
203341;Aisle;Yes;1303;Aisle
203342;Aisle;Yes;1523;Aisle
203343;Aisle;No;960;Aisle
203344;End-cap;Yes;1306;End-cap
203345;Aisle;No;1082;Aisle
203346;End-cap;No;1090;End-cap
203347;Front of Store;No;820;Front of Store
203348;End-cap;No;771;End-cap
203349;Aisle;No;826;Aisle
203350;Aisle;No;773;Aisle
203351;Aisle;No;937;Aisle
203352;Aisle;No;865;Aisle
203353;End-cap;Yes;1722;End-cap
203354;Aisle;No;862;Aisle
203355;End-cap;No;951;End-cap
203356;End-cap;No;692;End-cap
203357;Aisle;No;629;Aisle
203358;Aisle;No;1020;Aisle
203359;Aisle;No;973;Aisle
203360;End-cap;No;724;End-cap
203361;Aisle;No;633;Aisle
203362;Aisle;No;765;Aisle
203363;Aisle;No;869;Aisle
203364;Aisle;Yes;1496;Aisle
203365;Front of Store;No;749;Front of Store
203366;End-cap;No;719;End-cap
203367;Front of Store;No;1062;Front of Store
203368;Aisle;Yes;1188;Aisle
203369;Aisle;No;902;Aisle
203370;Front of Store;No;862;Front of Store
203371;Aisle;Yes;1518;Aisle
203372;Aisle;No;1139;Aisle
203373;Front of Store;Yes;1336;Front of Store
203374;Aisle;Yes;1627;Aisle
203375;Aisle;No;754;Aisle
203376;Aisle;Yes;1388;Aisle
203377;Front of Store;No;847;Front of Store
203378;Aisle;No;932;Aisle
203379;Front of Store;Yes;1083;Front of Store
203380;Aisle;No;825;Aisle
203381;Front of Store;No;859;Front of Store
203382;End-cap;No;715;End-cap
203383;Aisle;Yes;1215;Aisle
203384;Aisle;Yes;1090;Aisle
203385;Aisle;No;748;Aisle
203386;Front of Store;No;913;Front of Store
203387;End-cap;No;1034;End-cap
203388;End-cap;No;903;End-cap
203389;End-cap;No;777;End-cap
203390;Aisle;Yes;1205;Aisle
203391;Front of Store;Yes;1406;Front of Store
203392;Aisle;Yes;1573;Aisle
203393;Aisle;Yes;1483;Aisle
203394;Aisle;No;657;Aisle
203395;Front of Store;Yes;1716;Front of Store
203396;Front of Store;Yes;1403;Front of Store
203397;Aisle;No;908;Aisle
203398;End-cap;No;813;End-cap
203399;End-cap;No;725;End-cap
203400;Front of Store;Yes;1424;Front of Store
203401;Front of Store;Yes;1726;Front of Store
203402;Front of Store;No;1087;Front of Store
203403;Aisle;No;880;Aisle
203404;Aisle;Yes;1168;Aisle
203405;Aisle;No;831;Aisle
203406;End-cap;Yes;1369;End-cap
203407;Aisle;Yes;1521;Aisle
203408;Front of Store;No;825;Front of Store
203409;Aisle;Yes;1266;Aisle
203410;End-cap;Yes;1194;End-cap
203411;Front of Store;Yes;1405;Front of Store
203412;Aisle;Yes;1484;Aisle
203413;Aisle;Yes;1610;Aisle
203414;Aisle;No;670;Aisle
203415;End-cap;No;796;End-cap
203416;Aisle;No;810;Aisle
203417;Aisle;No;922;Aisle
203418;Aisle;No;823;Aisle
203419;End-cap;No;883;End-cap
203420;Aisle;No;782;Aisle
203421;End-cap;No;1087;End-cap
203422;Front of Store;Yes;1460;Front of Store
203423;Front of Store;No;982;Front of Store
203424;Aisle;No;746;Aisle
203425;Aisle;Yes;1439;Aisle
203426;Front of Store;No;965;Front of Store
203427;Front of Store;No;1076;Front of Store
203428;Aisle;Yes;1311;Aisle
203429;Aisle;No;909;Aisle
203430;End-cap;No;882;End-cap
203431;Aisle;No;818;Aisle
203432;Aisle;Yes;1657;Aisle
203433;Aisle;Yes;1266;Aisle
203434;Aisle;Yes;1499;Aisle
203435;Aisle;No;861;Aisle
203436;Front of Store;Yes;1441;Front of Store
203437;Aisle;No;779;Aisle
203438;End-cap;Yes;1099;End-cap
203439;End-cap;Yes;1437;End-cap
203440;End-cap;No;823;End-cap
203441;Front of Store;Yes;1640;Front of Store
203442;Aisle;No;822;Aisle
203443;Front of Store;No;904;Front of Store
203444;Front of Store;No;931;Front of Store
203445;Aisle;No;844;Aisle
203446;Front of Store;No;785;Front of Store
203447;Front of Store;No;897;Front of Store
203448;End-cap;No;832;End-cap
203449;Aisle;Yes;1301;Aisle
203450;Front of Store;No;862;Front of Store
203451;Front of Store;Yes;1263;Front of Store
203452;End-cap;Yes;1224;End-cap
203453;Front of Store;No;737;Front of Store
203454;End-cap;Yes;1330;End-cap
203455;Front of Store;Yes;1310;Front of Store
203456;Aisle;Yes;1502;Aisle
203457;End-cap;No;951;End-cap
203458;End-cap;Yes;1478;End-cap
203459;End-cap;No;1010;End-cap
203460;Front of Store;No;1039;Front of Store
203461;Aisle;No;704;Aisle
203462;Aisle;No;869;Aisle
203463;Aisle;Yes;1252;Aisle
203464;End-cap;No;888;End-cap
203465;End-cap;No;877;End-cap
203466;Aisle;No;843;Aisle
203467;Aisle;No;770;Aisle
203468;End-cap;Yes;1498;End-cap
203469;Aisle;No;714;Aisle
203470;End-cap;Yes;1564;End-cap
203471;Aisle;Yes;1593;Aisle
203472;Aisle;Yes;1329;Aisle
203473;End-cap;No;1017;End-cap
203474;Aisle;No;1024;Aisle
203475;End-cap;No;924;End-cap
203476;Aisle;Yes;1199;Aisle
203477;Aisle;No;909;Aisle
203478;Front of Store;No;953;Front of Store
203479;End-cap;No;852;End-cap
203480;Aisle;No;704;Aisle
203481;End-cap;Yes;1542;End-cap
203482;End-cap;No;740;End-cap
203483;Aisle;Yes;1844;Aisle
203484;End-cap;Yes;1423;End-cap
203485;Aisle;No;858;Aisle
203486;Aisle;No;815;Aisle
203487;Front of Store;Yes;1730;Front of Store
203488;Aisle;No;954;Aisle
203489;End-cap;No;781;End-cap
203490;Front of Store;Yes;1295;Front of Store
203491;Front of Store;No;775;Front of Store
203492;Front of Store;No;969;Front of Store
203493;End-cap;No;900;End-cap
203494;Aisle;No;962;Aisle
203495;End-cap;No;929;End-cap
203496;End-cap;Yes;1522;End-cap
203497;Front of Store;No;830;Front of Store
203498;Aisle;Yes;1592;Aisle
203499;Front of Store;No;989;Front of Store
203500;End-cap;No;990;End-cap
203501;Aisle;No;851;Aisle
203502;End-cap;No;866;End-cap
203503;Front of Store;No;843;Front of Store
203504;End-cap;Yes;1472;End-cap
203505;End-cap;No;957;End-cap
203506;End-cap;No;761;End-cap
203507;Aisle;Yes;1528;Aisle
203508;End-cap;No;550;End-cap
203509;End-cap;No;925;End-cap
203510;Aisle;No;810;Aisle
203511;Aisle;Yes;1429;Aisle
203512;End-cap;No;842;End-cap
203513;Aisle;Yes;1225;Aisle
203514;End-cap;No;848;End-cap
203515;End-cap;No;1031;End-cap
203516;Aisle;Yes;1146;Aisle
203517;End-cap;Yes;1632;End-cap
203518;Aisle;Yes;1362;Aisle
203519;Aisle;Yes;1311;Aisle
203520;Front of Store;No;906;Front of Store
203521;Aisle;Yes;1638;Aisle
203522;Aisle;Yes;1317;Aisle
203523;End-cap;No;818;End-cap
203524;Front of Store;Yes;1759;Front of Store
203525;End-cap;No;670;End-cap
203526;End-cap;Yes;1606;End-cap
203527;Aisle;No;881;Aisle
203528;Aisle;No;906;Aisle
203529;End-cap;Yes;1254;End-cap
203530;Front of Store;No;764;Front of Store
203531;End-cap;No;1065;End-cap
203532;End-cap;Yes;1172;End-cap
203533;End-cap;No;716;End-cap
203534;Front of Store;No;842;Front of Store
203535;Front of Store;Yes;1277;Front of Store
203536;Front of Store;No;888;Front of Store
203537;Front of Store;No;904;Front of Store
203538;Front of Store;Yes;1325;Front of Store
203539;End-cap;Yes;1743;End-cap
203540;End-cap;No;714;End-cap
203541;Front of Store;No;864;Front of Store
203542;End-cap;No;871;End-cap
203543;Front of Store;No;860;Front of Store
203544;Front of Store;No;804;Front of Store
203545;Front of Store;Yes;1361;Front of Store
203546;End-cap;Yes;1345;End-cap
203547;Aisle;Yes;1293;Aisle
203548;Front of Store;No;915;Front of Store
203549;Aisle;No;856;Aisle
203550;End-cap;No;1035;End-cap
203551;Front of Store;No;872;Front of Store
203552;End-cap;Yes;1366;End-cap
203553;End-cap;Yes;1525;End-cap
203554;End-cap;No;1041;End-cap
203555;Aisle;No;876;Aisle
203556;Aisle;No;904;Aisle
203557;End-cap;Yes;1368;End-cap
203558;Aisle;No;840;Aisle
203559;Aisle;No;948;Aisle
203560;Aisle;Yes;1167;Aisle
203561;End-cap;No;852;End-cap
203562;End-cap;Yes;1579;End-cap
203563;Aisle;No;898;Aisle
203564;Front of Store;Yes;1196;Front of Store
203565;Aisle;Yes;1313;Aisle
203566;End-cap;Yes;1365;End-cap
203567;Front of Store;No;903;Front of Store
203568;End-cap;No;980;End-cap
203569;End-cap;No;820;End-cap
203570;End-cap;Yes;1287;End-cap
203571;End-cap;Yes;1442;End-cap
203572;Front of Store;No;857;Front of Store
203573;End-cap;No;1062;End-cap
203574;Aisle;No;690;Aisle
203575;Front of Store;No;836;Front of Store
203576;Front of Store;Yes;1436;Front of Store
203577;End-cap;No;872;End-cap
203578;Aisle;No;1034;Aisle
203579;End-cap;No;943;End-cap
203580;Aisle;Yes;1107;Aisle
203581;End-cap;Yes;1551;End-cap
203582;Aisle;No;828;Aisle
203583;End-cap;Yes;1365;End-cap
203584;Aisle;No;771;Aisle
203585;Aisle;Yes;1376;Aisle
203586;Aisle;Yes;1359;Aisle
203587;Front of Store;Yes;1547;Front of Store
203588;End-cap;No;869;End-cap
203589;Aisle;No;870;Aisle
203590;Aisle;Yes;1426;Aisle
203591;End-cap;No;884;End-cap
203592;Aisle;Yes;1345;Aisle
203593;Aisle;No;836;Aisle
203594;Aisle;No;946;Aisle
203595;Aisle;Yes;1288;Aisle
203596;End-cap;Yes;1536;End-cap
203597;End-cap;No;728;End-cap
203598;End-cap;No;860;End-cap
203599;Aisle;Yes;1257;Aisle
203600;Aisle;Yes;1583;Aisle
203601;End-cap;Yes;1508;End-cap
203602;End-cap;No;818;End-cap
203603;Front of Store;Yes;1480;Front of Store
203604;Front of Store;No;858;Front of Store
203605;Front of Store;Yes;1854;Front of Store
203606;End-cap;No;817;End-cap
203607;Aisle;No;753;Aisle
203608;Front of Store;No;798;Front of Store
203609;End-cap;Yes;1732;End-cap
203610;End-cap;No;746;End-cap
203611;Aisle;Yes;1430;Aisle
203612;End-cap;Yes;1212;End-cap
203613;End-cap;Yes;1381;End-cap
203614;Aisle;No;745;Aisle
203615;Front of Store;Yes;1333;Front of Store
203616;Aisle;No;633;Aisle
203617;End-cap;No;808;End-cap
203618;Front of Store;Yes;1562;Front of Store
203619;End-cap;Yes;1549;End-cap
203620;Front of Store;No;958;Front of Store
203621;Front of Store;No;1097;Front of Store
203622;End-cap;Yes;1392;End-cap
203623;End-cap;Yes;1615;End-cap
203624;End-cap;No;822;End-cap
203625;End-cap;Yes;1432;End-cap
203626;End-cap;No;1021;End-cap
203627;End-cap;No;699;End-cap
203628;Aisle;Yes;1493;Aisle
203629;Front of Store;Yes;1610;Front of Store
203630;Front of Store;Yes;1120;Front of Store
203631;Aisle;Yes;1402;Aisle
203632;End-cap;Yes;1534;End-cap
203633;Front of Store;No;726;Front of Store
203634;End-cap;No;861;End-cap
203635;End-cap;No;878;End-cap
203636;Front of Store;Yes;1421;Front of Store
203637;Front of Store;No;748;Front of Store
203638;Aisle;Yes;1203;Aisle
203639;Aisle;Yes;1304;Aisle
