Product ID;Product Category;Seasonal;terms;section;season;material;origin
203636;clothing;No;t-shirts;MAN;Summer;Cotton;Spain
203637;clothing;Yes;jackets;MAN;Autumn;Wool;Portugal
203638;clothing;No;jeans;WOMAN;Spring;Cotton;Morocco
203639;clothing;Yes;t-shirts;WOMAN;Autumn;Wool;China
203640;clothing;Yes;jackets;MAN;Winter;Wool Blend;Turkey
203641;clothing;No;jackets;MAN;Autumn;Wool;Bangladesh
203642;clothing;Yes;jackets;MAN;Autumn;Cotton;Bangladesh
203643;clothing;Yes;t-shirts;WOMAN;Winter;Polyester;Cambodia
203644;clothing;Yes;jackets;MAN;Autumn;Polyester;China
203645;clothing;Yes;jackets;MAN;Winter;Viscose;Brazil
203646;clothing;No;sweaters;MAN;Autumn;Wool Blend;Turkey
203647;clothing;Yes;jackets;MAN;Spring;Wool Blend;India
203648;clothing;No;shoes;WOMAN;Winter;Wool;China
203649;clothing;Yes;t-shirts;MAN;Autumn;Wool;Turkey
203650;clothing;Yes;jackets;WOMAN;Spring;Linen;Portugal
203651;clothing;No;jackets;MAN;Autumn;Wool Blend;China
203652;clothing;Yes;sweaters;MAN;Autumn;Polyester;Bangladesh
203653;clothing;No;jackets;WOMAN;Winter;Denim;Pakistan
203654;clothing;Yes;shoes;WOMAN;Autumn;Wool Blend;Bangladesh
203655;clothing;Yes;jackets;WOMAN;Autumn;Cotton;China
203656;clothing;Yes;jackets;WOMAN;Summer;Linen;Bangladesh
203657;clothing;No;shoes;WOMAN;Spring;Linen;Spain
203658;clothing;No;jackets;MAN;Winter;Wool Blend;Portugal
203659;clothing;Yes;jackets;MAN;Autumn;Viscose;India
203660;clothing;No;jackets;WOMAN;Autumn;Wool;India
203661;clothing;Yes;t-shirts;WOMAN;Winter;Wool;Vietnam
203662;clothing;No;jackets;WOMAN;Autumn;Cotton;Turkey
203663;clothing;No;t-shirts;MAN;Spring;Cotton;Portugal
203664;clothing;Yes;t-shirts;MAN;Autumn;Wool Blend;China
203665;clothing;No;t-shirts;WOMAN;Winter;Wool;Bangladesh
203666;clothing;No;jackets;WOMAN;Winter;Wool Blend;India
203667;clothing;Yes;jackets;MAN;Autumn;Cotton;Turkey
203668;clothing;No;jackets;WOMAN;Spring;Cotton;Brazil
203669;clothing;Yes;jackets;WOMAN;Winter;Polyester;China
203670;clothing;Yes;jackets;MAN;Spring;Linen;Vietnam
203671;clothing;Yes;shoes;WOMAN;Summer;Linen;India
203672;clothing;Yes;shoes;WOMAN;Autumn;Denim;China
203673;clothing;Yes;jackets;WOMAN;Summer;Linen;Pakistan
203674;clothing;Yes;jackets;WOMAN;Winter;Wool Blend;Brazil
203675;clothing;Yes;jackets;WOMAN;Autumn;Polyester;Bangladesh
203676;clothing;No;sweaters;WOMAN;Autumn;Acrylic;Morocco
203677;clothing;Yes;jackets;WOMAN;Spring;Viscose;Brazil
203678;clothing;No;jackets;MAN;Autumn;Polyester;Turkey
203679;clothing;Yes;jackets;WOMAN;Spring;Linen Blend;Cambodia
203680;clothing;No;jackets;WOMAN;Spring;Cotton;India
203681;clothing;No;jackets;WOMAN;Autumn;Cotton;Bangladesh
203682;clothing;Yes;sweaters;WOMAN;Winter;Polyester;China
203683;clothing;Yes;sweaters;MAN;Autumn;Viscose;Portugal
203684;clothing;Yes;jackets;WOMAN;Spring;Denim;Bangladesh
203685;clothing;No;t-shirts;WOMAN;Autumn;Cotton;Brazil
203686;clothing;Yes;sweaters;WOMAN;Autumn;Viscose;Bangladesh
203687;clothing;Yes;shoes;WOMAN;Autumn;Cotton;Cambodia
203688;clothing;Yes;jackets;WOMAN;Winter;Wool Blend;India
203689;clothing;No;jackets;WOMAN;Winter;Wool Blend;China
203690;clothing;Yes;sweaters;WOMAN;Winter;Satin;China
203691;clothing;Yes;t-shirts;WOMAN;Summer;Viscose;Pakistan
203692;clothing;Yes;t-shirts;MAN;Winter;Wool Blend;Turkey
203693;clothing;Yes;sweaters;WOMAN;Autumn;Wool;Vietnam
203694;clothing;Yes;jackets;WOMAN;Spring;Polyester;Turkey
203695;clothing;No;jackets;WOMAN;Summer;Linen Blend;Brazil
203696;clothing;No;jackets;WOMAN;Spring;Polyester;India
203697;clothing;No;jackets;WOMAN;Winter;Wool;Portugal
203698;clothing;Yes;shoes;WOMAN;Spring;Linen Blend;Portugal
203699;clothing;No;jackets;WOMAN;Winter;Polyester;Pakistan
203700;clothing;No;t-shirts;MAN;Summer;Cotton;Bangladesh
203701;clothing;No;jackets;MAN;Winter;Wool Blend;Bangladesh
203702;clothing;Yes;jackets;MAN;Autumn;Viscose;Bangladesh
203703;clothing;Yes;jackets;WOMAN;Autumn;Wool Blend;Bangladesh
203704;clothing;Yes;jackets;WOMAN;Summer;Linen Blend;Turkey
203705;clothing;Yes;t-shirts;WOMAN;Autumn;Wool;Bangladesh
203706;clothing;No;jackets;MAN;Spring;Linen;Turkey
203707;clothing;Yes;jackets;WOMAN;Winter;Wool;China
203708;clothing;Yes;jackets;MAN;Spring;Linen;Vietnam
203709;clothing;No;jackets;WOMAN;Spring;Polyester;Pakistan
203710;clothing;No;shoes;WOMAN;Winter;Wool;Bangladesh
203711;clothing;No;jackets;WOMAN;Spring;Linen Blend;China
203712;clothing;Yes;shoes;MAN;Winter;Wool;Vietnam
203713;clothing;Yes;shoes;WOMAN;Winter;Wool Blend;Brazil
203714;clothing;Yes;sweaters;MAN;Winter;Polyester;Bangladesh
203715;clothing;Yes;shoes;WOMAN;Autumn;Polyester;Morocco
203716;clothing;Yes;sweaters;WOMAN;Winter;Wool;Brazil
203717;clothing;Yes;sweaters;MAN;Autumn;Viscose;Morocco
203718;clothing;Yes;jackets;WOMAN;Spring;Cotton;Bangladesh
203719;clothing;No;jackets;WOMAN;Spring;Linen;Portugal
203720;clothing;No;t-shirts;WOMAN;Spring;Cotton;Turkey
203721;clothing;Yes;t-shirts;MAN;Winter;Wool Blend;Portugal
203722;clothing;Yes;jackets;WOMAN;Winter;Wool;Vietnam
203723;clothing;No;shoes;WOMAN;Autumn;Polyester;India
203724;clothing;Yes;jackets;WOMAN;Autumn;Wool Blend;Bangladesh
203725;clothing;No;jackets;WOMAN;Autumn;Wool;China
203726;clothing;No;sweaters;MAN;Winter;Wool;Pakistan
203727;clothing;Yes;jackets;WOMAN;Autumn;Wool;China
203728;clothing;Yes;jackets;MAN;Winter;Wool Blend;India
203729;clothing;Yes;jackets;WOMAN;Spring;Polyester;Spain
203730;clothing;Yes;jackets;WOMAN;Autumn;Wool Blend;China
203731;clothing;No;jackets;WOMAN;Autumn;Cotton;Bangladesh
203732;clothing;Yes;shoes;WOMAN;Summer;Viscose;Morocco
203733;clothing;No;sweaters;MAN;Autumn;Polyester;Vietnam
203734;clothing;No;sweaters;MAN;Summer;Linen Blend;Portugal
203735;clothing;No;sweaters;WOMAN;Spring;Wool Blend;India
203736;clothing;No;jackets;WOMAN;Spring;Denim;Pakistan
203737;clothing;Yes;jackets;WOMAN;Autumn;Wool Blend;Vietnam
203738;clothing;No;t-shirts;WOMAN;Autumn;Wool;Bangladesh
203739;clothing;Yes;t-shirts;WOMAN;Autumn;Wool;China
203740;clothing;Yes;jackets;WOMAN;Winter;Wool;Turkey
203741;clothing;No;jackets;WOMAN;Winter;Wool;Morocco
203742;clothing;Yes;shoes;WOMAN;Winter;Wool Blend;Turkey
203743;clothing;No;jeans;MAN;Autumn;Polyester;Bangladesh
203744;clothing;Yes;jackets;WOMAN;Autumn;Polyester;Spain
203745;clothing;Yes;jackets;WOMAN;Autumn;Polyester;China
203746;clothing;No;sweaters;WOMAN;Winter;Wool;China
203747;clothing;No;jackets;WOMAN;Autumn;Acrylic;Morocco
203748;clothing;No;jackets;WOMAN;Summer;Cotton;Cambodia
203749;clothing;Yes;jackets;MAN;Autumn;Wool;Morocco
203750;clothing;Yes;jackets;WOMAN;Winter;Polyester;China
203751;clothing;No;jackets;WOMAN;Winter;Viscose;China
203752;clothing;Yes;shoes;WOMAN;Autumn;Polyester;Spain
203753;clothing;Yes;jackets;WOMAN;Winter;Wool Blend;Pakistan
203754;clothing;Yes;sweaters;WOMAN;Autumn;Wool;Cambodia
203755;clothing;Yes;jackets;MAN;Spring;Wool Blend;Vietnam
203756;clothing;Yes;t-shirts;MAN;Winter;Polyester;Cambodia
203757;clothing;No;shoes;MAN;Autumn;Wool;China
203758;clothing;No;jackets;WOMAN;Spring;Cotton;China
203759;clothing;No;t-shirts;WOMAN;Autumn;Wool Blend;China
203760;clothing;Yes;jackets;MAN;Spring;Linen;Brazil
203761;clothing;Yes;t-shirts;WOMAN;Winter;Wool;Brazil
203762;clothing;No;t-shirts;MAN;Winter;Viscose;Turkey
203763;clothing;No;sweaters;WOMAN;Autumn;Wool Blend;India
203764;clothing;Yes;sweaters;WOMAN;Spring;Denim;Bangladesh
203765;clothing;Yes;jackets;WOMAN;Spring;Cotton;Bangladesh
203766;clothing;Yes;jeans;MAN;Summer;Linen Blend;China
203767;clothing;Yes;jackets;WOMAN;Autumn;Wool;China
203768;clothing;No;t-shirts;WOMAN;Winter;Denim;India
203769;clothing;No;jackets;WOMAN;Spring;Cotton;Turkey
203770;clothing;No;shoes;MAN;Summer;Linen;Bangladesh
203771;clothing;Yes;sweaters;WOMAN;Autumn;Wool;Bangladesh
203772;clothing;Yes;jackets;MAN;Spring;Cotton;Portugal
203773;clothing;No;jackets;WOMAN;Winter;Polyester;Bangladesh
203774;clothing;No;jackets;WOMAN;Autumn;Polyester;Turkey
203775;clothing;Yes;jackets;MAN;Summer;Viscose;Turkey
203776;clothing;No;jackets;MAN;Autumn;Denim;Spain
203777;clothing;No;jackets;WOMAN;Autumn;Polyester;Bangladesh
203778;clothing;No;jackets;MAN;Winter;Wool Blend;Spain
203779;clothing;Yes;t-shirts;WOMAN;Winter;Wool;Bangladesh
203780;clothing;Yes;jackets;WOMAN;Summer;Linen;Morocco
203781;clothing;No;t-shirts;WOMAN;Winter;Polyester;India
203782;clothing;No;shoes;WOMAN;Autumn;Acrylic;Bangladesh
203783;clothing;No;t-shirts;WOMAN;Autumn;Wool;Bangladesh
203784;clothing;No;jackets;WOMAN;Spring;Linen;Bangladesh
203785;clothing;No;jackets;WOMAN;Spring;Cotton;Turkey
203786;clothing;No;jackets;WOMAN;Autumn;Polyester;China
203787;clothing;Yes;jackets;WOMAN;Autumn;Viscose;Vietnam
203788;clothing;No;jackets;WOMAN;Winter;Wool Blend;Bangladesh
203789;clothing;Yes;jackets;WOMAN;Winter;Acrylic;Turkey
203790;clothing;Yes;sweaters;MAN;Summer;Linen Blend;Brazil
203791;clothing;No;shoes;MAN;Autumn;Denim;Bangladesh
203792;clothing;Yes;shoes;MAN;Winter;Polyester;China
203793;clothing;No;jackets;WOMAN;Autumn;Wool Blend;China
203794;clothing;No;sweaters;WOMAN;Spring;Linen;Bangladesh
203795;clothing;Yes;t-shirts;MAN;Winter;Cotton;Portugal
203796;clothing;Yes;jackets;WOMAN;Autumn;Wool Blend;China
203797;clothing;Yes;jackets;MAN;Autumn;Wool Blend;Turkey
203798;clothing;No;jackets;WOMAN;Autumn;Polyester;Turkey
203799;clothing;No;jackets;WOMAN;Summer;Linen;India
203800;clothing;No;jackets;WOMAN;Autumn;Wool;Spain
203801;clothing;Yes;jackets;MAN;Autumn;Wool Blend;Bangladesh
203802;clothing;Yes;jackets;WOMAN;Summer;Cotton;Turkey
203803;clothing;Yes;t-shirts;WOMAN;Winter;Wool;India
203804;clothing;No;jackets;WOMAN;Autumn;Denim;Vietnam
203805;clothing;Yes;jackets;MAN;Summer;Linen;Morocco
203806;clothing;Yes;sweaters;MAN;Autumn;Wool;China
203807;clothing;No;jackets;MAN;Winter;Wool Blend;Portugal
203808;clothing;Yes;jackets;MAN;Spring;Cotton;India
203809;clothing;Yes;jackets;WOMAN;Spring;Wool Blend;Vietnam
203810;clothing;No;t-shirts;WOMAN;Spring;Cotton;China
203811;clothing;Yes;jackets;WOMAN;Summer;Linen;Vietnam
203812;clothing;Yes;jackets;WOMAN;Winter;Wool;Cambodia
203813;clothing;Yes;t-shirts;MAN;Spring;Cotton;Bangladesh
203814;clothing;Yes;shoes;WOMAN;Spring;Linen Blend;Bangladesh
203815;clothing;Yes;jackets;MAN;Summer;Polyester;Spain
203816;clothing;Yes;jackets;WOMAN;Spring;Polyester;Turkey
203817;clothing;No;jackets;WOMAN;Autumn;Polyester;Bangladesh
203818;clothing;No;t-shirts;WOMAN;Summer;Linen Blend;Bangladesh
203819;clothing;Yes;jackets;WOMAN;Spring;Polyester;Bangladesh
203820;clothing;No;sweaters;WOMAN;Spring;Cotton;Vietnam
203821;clothing;No;jackets;WOMAN;Autumn;Wool Blend;Turkey
203822;clothing;Yes;jackets;WOMAN;Winter;Polyester;Turkey
203823;clothing;Yes;sweaters;WOMAN;Autumn;Polyester;India
203824;clothing;No;shoes;WOMAN;Winter;Wool;Spain
203825;clothing;No;t-shirts;MAN;Winter;Acrylic;Portugal
203826;clothing;Yes;jackets;WOMAN;Winter;Denim;Turkey
203827;clothing;Yes;shoes;WOMAN;Summer;Linen;Pakistan
203828;clothing;No;jackets;WOMAN;Autumn;Wool Blend;India
203829;clothing;No;shoes;MAN;Spring;Linen;India
203830;clothing;Yes;jackets;WOMAN;Autumn;Acrylic;India
203831;clothing;No;t-shirts;WOMAN;Winter;Acrylic;Bangladesh
203832;clothing;Yes;t-shirts;MAN;Autumn;Polyester;Cambodia
203833;clothing;Yes;shoes;WOMAN;Summer;Linen Blend;Turkey
203834;clothing;No;jackets;MAN;Autumn;Wool Blend;Bangladesh
203835;clothing;No;jackets;WOMAN;Autumn;Cotton;China
203836;clothing;No;jackets;WOMAN;Autumn;Viscose;Brazil
203837;clothing;Yes;jackets;WOMAN;Spring;Linen Blend;China
203838;clothing;No;jackets;WOMAN;Spring;Linen;China
203839;clothing;Yes;jackets;WOMAN;Autumn;Wool;Spain
203840;clothing;No;jackets;MAN;Autumn;Polyester;China
203841;clothing;Yes;jackets;MAN;Winter;Viscose;Morocco
203842;clothing;Yes;shoes;WOMAN;Autumn;Polyester;Turkey
203843;clothing;Yes;jackets;WOMAN;Summer;Linen;Pakistan
203844;clothing;No;jackets;WOMAN;Autumn;Polyester;Spain
203845;clothing;Yes;shoes;WOMAN;Autumn;Cotton;China
203846;clothing;Yes;t-shirts;WOMAN;Summer;Wool;Portugal
203847;clothing;No;t-shirts;WOMAN;Autumn;Wool;Argentina
203848;clothing;No;jackets;MAN;Spring;Polyester;Bangladesh
203849;clothing;Yes;jackets;WOMAN;Autumn;Wool;Spain
203850;clothing;No;sweaters;WOMAN;Spring;Cotton;Bangladesh
203851;clothing;Yes;jackets;WOMAN;Autumn;Cotton;China
203852;clothing;Yes;jackets;WOMAN;Autumn;Denim;Brazil
203853;clothing;Yes;shoes;WOMAN;Summer;Wool Blend;China
203854;clothing;No;jackets;WOMAN;Summer;Cotton;Portugal
203855;clothing;Yes;jackets;WOMAN;Autumn;Wool Blend;Bangladesh
203856;clothing;No;t-shirts;MAN;Winter;Wool;Bangladesh
203857;clothing;No;jackets;MAN;Autumn;Wool Blend;Spain
203858;clothing;No;jackets;MAN;Autumn;Cotton;Cambodia
203859;clothing;No;jackets;WOMAN;Spring;Cotton;Bangladesh
203860;clothing;Yes;shoes;MAN;Spring;Cotton;China
203861;clothing;No;jackets;WOMAN;Summer;Cotton;India
203862;clothing;Yes;t-shirts;WOMAN;Winter;Cotton;Bangladesh
203863;clothing;No;sweaters;MAN;Summer;Linen;India
203864;clothing;No;jackets;WOMAN;Winter;Wool;China
203865;clothing;Yes;jackets;MAN;Winter;Wool Blend;Bangladesh
203866;clothing;No;jackets;WOMAN;Spring;Linen Blend;China
203867;clothing;Yes;jeans;MAN;Summer;Cotton;India
203868;clothing;Yes;jackets;MAN;Autumn;Acrylic;China
203869;clothing;No;sweaters;WOMAN;Summer;Cotton;Pakistan
203870;clothing;Yes;jackets;WOMAN;Autumn;Cotton;Morocco
203871;clothing;No;jackets;WOMAN;Winter;Wool;Bangladesh
203872;clothing;Yes;jackets;MAN;Spring;Cotton;Turkey
203873;clothing;Yes;jackets;WOMAN;Autumn;Wool Blend;Bangladesh
203874;clothing;Yes;t-shirts;WOMAN;Winter;Wool Blend;Vietnam
203875;clothing;No;sweaters;WOMAN;Autumn;Cotton;Vietnam
203876;clothing;No;t-shirts;MAN;Autumn;Polyester;Cambodia
203877;clothing;No;jackets;WOMAN;Spring;Cotton;Spain
203878;clothing;Yes;sweaters;WOMAN;Autumn;Viscose;Bangladesh
203879;clothing;No;sweaters;WOMAN;Summer;Linen Blend;Bangladesh
203880;clothing;No;jackets;WOMAN;Autumn;Wool;Pakistan
203881;clothing;Yes;jackets;WOMAN;Winter;Wool;India
203882;clothing;Yes;jackets;WOMAN;Summer;Linen;Turkey
203883;clothing;No;sweaters;WOMAN;Summer;Linen;Vietnam
203884;clothing;Yes;jackets;WOMAN;Winter;Wool Blend;Turkey
203885;clothing;Yes;jackets;MAN;Winter;Wool;Vietnam
203886;clothing;No;jackets;WOMAN;Autumn;Viscose;Brazil
203887;clothing;No;jackets;WOMAN;Spring;Linen Blend;Turkey
203888;clothing;No;jackets;MAN;Summer;Cotton;Bangladesh
203889;clothing;Yes;shoes;WOMAN;Autumn;Wool;Bangladesh
203890;clothing;No;t-shirts;WOMAN;Autumn;Wool;Bangladesh
203891;clothing;No;t-shirts;MAN;Spring;Linen;India
203892;clothing;Yes;jackets;MAN;Spring;Linen;China
203893;clothing;No;jackets;WOMAN;Autumn;Wool Blend;China
203894;clothing;No;jackets;MAN;Winter;Acrylic;China
203895;clothing;Yes;jackets;MAN;Autumn;Cotton;Vietnam
203896;clothing;No;jackets;MAN;Autumn;Acrylic;Vietnam
203897;clothing;No;jeans;MAN;Spring;Cotton;Turkey
203898;clothing;No;shoes;MAN;Spring;Denim;Pakistan
203899;clothing;Yes;jackets;MAN;Spring;Linen;India
203900;clothing;Yes;jackets;WOMAN;Winter;Cotton;Portugal
203901;clothing;Yes;shoes;MAN;Autumn;Polyester;Bangladesh
203902;clothing;Yes;jackets;WOMAN;Winter;Cotton;Portugal
203903;clothing;Yes;t-shirts;MAN;Summer;Linen;Bangladesh
203904;clothing;Yes;jackets;MAN;Autumn;Cotton;Vietnam
203905;clothing;Yes;jackets;WOMAN;Summer;Linen;Turkey
203906;clothing;Yes;jackets;WOMAN;Autumn;Wool;Bangladesh
203907;clothing;No;shoes;WOMAN;Spring;Linen Blend;Turkey
203908;clothing;Yes;jeans;MAN;Spring;Cotton;Bangladesh
203909;clothing;No;shoes;WOMAN;Summer;Viscose;China
203910;clothing;Yes;sweaters;WOMAN;Autumn;Polyester;Vietnam
203911;clothing;No;jackets;MAN;Autumn;Wool Blend;Turkey
203912;clothing;No;jackets;WOMAN;Autumn;Polyester;Spain
203913;clothing;Yes;shoes;WOMAN;Autumn;Wool Blend;Vietnam
203914;clothing;Yes;shoes;MAN;Winter;Wool;Turkey
203915;clothing;No;t-shirts;WOMAN;Spring;Cotton;Turkey
203916;clothing;Yes;jackets;WOMAN;Winter;Wool;Vietnam
203917;clothing;No;t-shirts;WOMAN;Autumn;Cotton;Vietnam
203918;clothing;No;jeans;WOMAN;Autumn;Acrylic;Bangladesh
203919;clothing;No;jackets;MAN;Autumn;Acrylic;Turkey
203920;clothing;No;shoes;WOMAN;Winter;Wool Blend;India
203921;clothing;No;shoes;WOMAN;Winter;Wool Blend;Cambodia
203922;clothing;Yes;jackets;MAN;Spring;Cotton;Cambodia
203923;clothing;Yes;sweaters;MAN;Winter;Wool;China
203924;clothing;No;jackets;WOMAN;Summer;Cotton;China
203925;clothing;Yes;jeans;MAN;Winter;Wool Blend;Brazil
203926;clothing;Yes;jackets;MAN;Autumn;Polyester;Portugal
203927;clothing;Yes;t-shirts;WOMAN;Autumn;Polyester;Portugal
203928;clothing;Yes;jackets;WOMAN;Summer;Linen Blend;Bangladesh
203929;clothing;Yes;shoes;WOMAN;Winter;Wool;Portugal
203930;clothing;Yes;jackets;WOMAN;Winter;Wool Blend;China
203931;clothing;Yes;t-shirts;WOMAN;Spring;Linen;Argentina
203932;clothing;No;sweaters;WOMAN;Summer;Linen;Turkey
203933;clothing;No;jackets;WOMAN;Autumn;Cotton;Bangladesh
203934;clothing;No;jackets;WOMAN;Spring;Cotton;India
203935;clothing;No;t-shirts;MAN;Winter;Cotton;Spain
203936;clothing;No;shoes;WOMAN;Winter;Wool;China
203937;clothing;No;jackets;WOMAN;Winter;Wool Blend;Morocco
203938;clothing;No;jackets;WOMAN;Spring;Cotton;Turkey
203939;clothing;Yes;jackets;WOMAN;Summer;Linen Blend;Portugal
203940;clothing;Yes;t-shirts;WOMAN;Summer;Linen;India
203941;clothing;No;sweaters;MAN;Autumn;Wool;Bangladesh
203942;clothing;Yes;sweaters;WOMAN;Winter;Wool Blend;Cambodia
203943;clothing;Yes;sweaters;WOMAN;Winter;Polyester;Cambodia
203944;clothing;No;sweaters;MAN;Autumn;Cotton;India
203945;clothing;No;jackets;WOMAN;Winter;Wool;Bangladesh
203946;clothing;Yes;shoes;WOMAN;Autumn;Cotton;China
203947;clothing;Yes;shoes;WOMAN;Winter;Cotton;Morocco
203948;clothing;Yes;jackets;MAN;Winter;Denim;Turkey
203949;clothing;No;jackets;WOMAN;Autumn;Cotton;Bangladesh
203950;clothing;Yes;jackets;MAN;Autumn;Wool;Morocco
203951;clothing;No;jackets;WOMAN;Summer;Linen;Portugal
203952;clothing;No;jackets;MAN;Winter;Wool Blend;Morocco
203953;clothing;No;jackets;WOMAN;Summer;Linen;China
203954;clothing;No;sweaters;WOMAN;Summer;Wool Blend;China
203955;clothing;No;sweaters;MAN;Autumn;Wool;Portugal
203956;clothing;No;shoes;WOMAN;Autumn;Wool;Turkey
203957;clothing;No;shoes;WOMAN;Spring;Linen;Bangladesh
203958;clothing;No;shoes;WOMAN;Autumn;Denim;China
203959;clothing;Yes;jackets;WOMAN;Autumn;Polyester;Turkey
203960;clothing;No;jackets;WOMAN;Summer;Linen;Bangladesh
203961;clothing;Yes;shoes;WOMAN;Winter;Wool;Portugal
203962;clothing;Yes;jackets;MAN;Autumn;Polyester;Bangladesh
203963;clothing;Yes;sweaters;WOMAN;Spring;Linen;Turkey
203964;clothing;Yes;jackets;MAN;Autumn;Wool Blend;Morocco
203965;clothing;Yes;jackets;MAN;Winter;Acrylic;Spain
203966;clothing;Yes;jackets;WOMAN;Autumn;Cotton;Vietnam
203967;clothing;Yes;sweaters;WOMAN;Autumn;Wool;China
203968;clothing;No;jackets;WOMAN;Spring;Cotton;Morocco
203969;clothing;No;shoes;WOMAN;Autumn;Denim;Vietnam
203970;clothing;Yes;jackets;MAN;Spring;Polyester;Vietnam
203971;clothing;No;t-shirts;WOMAN;Winter;Wool Blend;Bangladesh
203972;clothing;No;jackets;WOMAN;Autumn;Wool;Argentina
203973;clothing;No;jackets;MAN;Winter;Wool Blend;Bangladesh
203974;clothing;No;shoes;MAN;Winter;Wool;Brazil
203975;clothing;No;jackets;WOMAN;Autumn;Polyester;Bangladesh
203976;clothing;Yes;jackets;WOMAN;Winter;Wool Blend;Pakistan
203977;clothing;No;jackets;MAN;Winter;Acrylic;Morocco
203978;clothing;Yes;jackets;WOMAN;Winter;Acrylic;Portugal
203979;clothing;Yes;sweaters;WOMAN;Summer;Linen Blend;China
203980;clothing;No;jackets;MAN;Autumn;Acrylic;Pakistan
203981;clothing;Yes;sweaters;WOMAN;Spring;Linen;Cambodia
203982;clothing;No;t-shirts;WOMAN;Autumn;Wool Blend;China
203983;clothing;Yes;t-shirts;MAN;Spring;Cotton;Vietnam
203984;clothing;Yes;jackets;MAN;Winter;Wool;Turkey
203985;clothing;No;jackets;WOMAN;Autumn;Wool Blend;India
203986;clothing;No;sweaters;MAN;Autumn;Wool Blend;India
203987;clothing;No;jackets;WOMAN;Autumn;Polyester;Cambodia
203988;clothing;No;jackets;WOMAN;Autumn;Viscose;Morocco
203989;clothing;No;jackets;WOMAN;Spring;Cotton;Bangladesh
203990;clothing;Yes;jackets;MAN;Autumn;Wool Blend;Bangladesh
203991;clothing;Yes;jackets;WOMAN;Spring;Viscose;China
203992;clothing;No;sweaters;MAN;Autumn;Viscose;Bangladesh
203993;clothing;No;t-shirts;WOMAN;Autumn;Polyester;Vietnam
203994;clothing;Yes;jackets;WOMAN;Winter;Wool;China
203995;clothing;No;t-shirts;WOMAN;Autumn;Cotton;Morocco
203996;clothing;No;sweaters;WOMAN;Spring;Linen;Turkey
203997;clothing;Yes;sweaters;MAN;Autumn;Polyester;China
203998;clothing;No;jackets;WOMAN;Autumn;Wool Blend;Bangladesh
203999;clothing;No;shoes;MAN;Autumn;Wool Blend;Spain
204000;clothing;Yes;jackets;WOMAN;Autumn;Cotton;India
204001;clothing;Yes;shoes;MAN;Winter;Wool;Morocco
204002;clothing;Yes;sweaters;MAN;Winter;Wool;Turkey
204003;clothing;Yes;jackets;WOMAN;Winter;Wool;China
204004;clothing;Yes;sweaters;WOMAN;Autumn;Wool;China
204005;clothing;Yes;shoes;WOMAN;Autumn;Wool Blend;Brazil
204006;clothing;No;jackets;WOMAN;Autumn;Wool;Bangladesh
204007;clothing;Yes;jackets;WOMAN;Winter;Wool;Morocco
204008;clothing;No;t-shirts;WOMAN;Autumn;Polyester;Brazil
204009;clothing;No;t-shirts;MAN;Summer;Linen Blend;India
204010;clothing;No;jackets;MAN;Summer;Linen Blend;China
204011;clothing;Yes;sweaters;WOMAN;Spring;Linen;China
204012;clothing;No;jackets;WOMAN;Autumn;Wool;Bangladesh
204013;clothing;Yes;sweaters;WOMAN;Summer;Linen;India
204014;clothing;Yes;jackets;WOMAN;Autumn;Polyester;China
204015;clothing;No;jackets;MAN;Winter;Wool Blend;Bangladesh
204016;clothing;No;shoes;WOMAN;Spring;Linen;Bangladesh
204017;clothing;Yes;jackets;WOMAN;Autumn;Wool;Bangladesh
204018;clothing;Yes;jackets;WOMAN;Winter;Polyester;China
204019;clothing;No;sweaters;WOMAN;Summer;Denim;Portugal
204020;clothing;No;jackets;WOMAN;Winter;Cotton;Portugal
204021;clothing;Yes;t-shirts;WOMAN;Winter;Wool;Morocco
204022;clothing;Yes;shoes;MAN;Spring;Cotton;India
204023;clothing;Yes;jackets;WOMAN;Spring;Polyester;Vietnam
204024;clothing;Yes;shoes;MAN;Spring;Linen;Pakistan
204025;clothing;No;jackets;WOMAN;Winter;Wool;Vietnam
204026;clothing;No;sweaters;WOMAN;Winter;Polyester;China
204027;clothing;Yes;shoes;WOMAN;Winter;Wool Blend;Bangladesh
204028;clothing;No;sweaters;WOMAN;Winter;Polyester;China
204029;clothing;Yes;jackets;WOMAN;Autumn;Wool Blend;Bangladesh
204030;clothing;No;sweaters;WOMAN;Autumn;Wool Blend;Turkey
204031;clothing;Yes;jackets;WOMAN;Autumn;Cotton;Bangladesh
204032;clothing;No;sweaters;WOMAN;Winter;Polyester;Bangladesh
204033;clothing;No;jackets;WOMAN;Summer;Linen;Morocco
204034;clothing;Yes;t-shirts;MAN;Winter;Wool;China
204035;clothing;Yes;t-shirts;MAN;Winter;Polyester;India
204036;clothing;No;sweaters;WOMAN;Spring;Viscose;China
204037;clothing;No;shoes;WOMAN;Spring;Polyester;China
204038;clothing;No;shoes;WOMAN;Winter;Denim;Vietnam
204039;clothing;Yes;jackets;WOMAN;Spring;Cotton;Morocco
204040;clothing;No;jackets;MAN;Autumn;Cotton;Turkey
204041;clothing;No;jackets;WOMAN;Winter;Viscose;Brazil
204042;clothing;No;jackets;WOMAN;Winter;Acrylic;Turkey
204043;clothing;No;sweaters;MAN;Autumn;Wool;Turkey
204044;clothing;No;jackets;MAN;Autumn;Wool;China
204045;clothing;Yes;jeans;WOMAN;Spring;Linen Blend;China
